region,product_category,price,discount,rating,marketing_score,seasonality_index,competitor_price,store_count,customer_satisfaction,delivery_time_days,online_ad_spend,units_sold,cost_price,revenue,profit,profit_margin,social_media_mentions,weather_impact_score
Qatar,Apparel,46.61,0.31,4.8,52.61,0.75,35.95,46,60.11,12.9,39478.57,541,28.04,25218.46,10050.79,0.3985,,
Kuwait,Apparel,77.75,0.13,4.84,48.63,0.84,69.78,48,98.8,13,35391.82,436,58.21,33900.23,8520.78,0.2513,,0.052642631
Oman,Shoes,98.71,0.4,4.49,95.69,1.25,105.96,58,62.88,5.3,22859.85,503,58.89,49648.99,20027.3,0.4034,,
Saudi Arabia,Shoes,245.48,0.46,4.46,34,1.21,257.88,13,86.01,5.1,37823.85,255,155.35,62597.72,22984.59,0.3672,,0.413466154
Kuwait,Apparel,32.59,0.42,4.7,41.33,1.03,40.62,36,89.72,10.1,44868.46,561,20.43,18285.49,6821.77,0.3731,,
Saudi Arabia,Shoes,109.12,0.17,3.14,57.2,0.76,112.26,38,64.28,5.6,24047.43,281,68.77,30662.13,11337.54,0.3698,,
UAE,Accessories,38.92,0.09,3.07,57.83,0.8,46.46,41,92.32,2.2,38977.03,547,29.35,21289.07,5235.81,0.2459,,
Qatar,Shoes,159.54,0,3.96,44.08,0.99,,51,87.72,2.7,14122.05,333,109.7,53125.44,16595.43,0.3124,,
Saudi Arabia,Accessories,-35.69,0.48,3.36,34.6,1.02,31.26,6,77.52,12.6,44804.84,590,29.8,21059.88,3475.5,0.165,,0.259584578
Bahrain,Apparel,67.69,0.38,3.3,86.18,0.81,,53,65.02,1.3,23850.24,511,42.74,34590.6,12748.54,0.3686,,
Oman,Accessories,70.04,0.21,3.8,97.81,0.92,69.89,50,91.03,7.5,40101.87,566,57.49,39642.86,7102.45,0.1792,,
Qatar,Apparel,95.95,0.26,4.66,28.78,1.2,87.83,52,61.99,10.1,37984.17,607,69.12,58241.75,16288.82,0.2797,9762,0.878704797
Qatar,Accessories,67.4,0.19,3.6,45.8,1.1,80.19,44,63.49,8.6,49878.58,576,48.77,38820.28,10727.76,0.2763,5081,0.046939082
Saudi Arabia,Shoes,193.31,0.46,3.75,48.33,1.16,192.41,67,60.45,4.3,43378.09,358,124.17,69204.23,24753,0.3577,,
Qatar,Accessories,29.13,0.03,4.11,42.66,1.08,32.8,46,82.72,5.5,34444.64,640,23.69,18640.18,3481.25,0.1868,,
Oman,Shoes,-140.6,0.49,4.82,53.83,0.95,160.8,43,79.21,12.3,46584.94,438,91.62,61583.5,21453.45,0.3484,,
Saudi Arabia,Accessories,45.11,0.31,3.7,61.63,1.03,,36,95.91,4,6141.64,596,36.61,26884.13,5066.32,0.1885,,
Saudi Arabia,Accessories,25.29,0.22,4.76,30.94,0.86,24,8,90.81,10,14731.03,552,18.96,13960.51,3496.79,0.2505,,0.46713526
Saudi Arabia,Apparel,133.54,0.12,4.8,51.67,0.81,121.15,61,91.1,7.9,35295.03,467,87.11,62362.69,21681.68,0.3477,,
UAE,Accessories,24.22,0.11,3.47,28.48,0.97,23.76,64,62.73,13.3,3428.5,605,20.35,14651.52,2342.4,0.1599,,0.029071081
Oman,Apparel,29.39,0.36,3.57,44.05,1.28,27.64,22,63.75,6.6,6776.11,535,20.78,15723.56,4603.72,0.2928,,
Kuwait,Apparel,133.44,0.21,3.84,47.84,0.92,132.46,32,74.18,6.1,7919.2,404,85.68,53909.18,19294.21,0.3579,1166,
Bahrain,Apparel,107.97,0.17,3.97,66.36,1.14,92.94,32,64.35,10.4,2465.72,449,73.94,48478.05,15277.51,0.3151,,
Oman,Apparel,129.25,0.04,3.65,22.51,1.29,148.35,17,81.26,12,43276.32,370,80.42,47823.03,18066.73,0.3778,3315,
Kuwait,Accessories,24.58,0.28,4.05,34.22,0.79,23.03,29,61.85,4.8,36809.53,521,17.56,12806.29,3655.09,0.2854,,
Oman,Shoes,186.65,0.39,3.76,49.97,1.07,215.55,48,73.18,4.1,47349.45,295,118.38,55061.41,20140.58,0.3658,5602,0.92670342
Qatar,Accessories,63.53,0.06,,60.04,0.94,70.8,27,91.57,6.3,28893.74,570,48.39,36212.22,8629.93,0.2383,4536,
UAE,Accessories,27.78,0.28,3.58,90.19,0.75,26.73,22,98.25,7.3,12997.42,541,22.89,15027.45,2644.95,0.176,7309,
UAE,Shoes,158.57,0.13,3.88,84.52,1.29,168.62,58,97.54,3,36842.51,515,89.37,81662.7,35638.79,0.4364,4929,0.822241861
Kuwait,Apparel,88.3,0.03,,57.91,0.96,93.56,34,86.88,4.4,17498.9,413,56.29,36469.53,13221.98,0.3625,,
UAE,Accessories,35.6,0.32,3.28,72.21,1.08,32.06,23,89.96,13.5,37094.24,661,27.51,23534.42,5349.28,0.2273,,0.178214549
Bahrain,Accessories,54.8,0.37,4.47,22.13,1.08,48.91,14,,6,41276.78,565,41.02,30959.29,7783.08,0.2514,,
Qatar,Accessories,30.4,0.43,4.27,44.77,0.89,,15,,7.8,4406.74,599,22.72,18211.11,4598.99,0.2525,,0.513540086
UAE,Shoes,195.74,0.23,4.94,86.43,1.1,176.37,15,,1.8,2486.27,428,112.49,83777.32,35633.09,0.4253,,
Qatar,Shoes,201.66,0.2,4.1,20.42,0.91,171.52,60,86.77,2.8,35194.27,272,134.04,54850.18,18390.28,0.3353,,
Kuwait,Shoes,205.35,0.22,4.75,40.96,1.29,245.92,27,89.32,5.4,40706.05,310,121.13,63659.72,26108.04,0.4101,,0.966818773
Qatar,Apparel,79.73,0.5,3.94,78.03,1,90.66,6,,3.2,12943.81,573,53.27,45685.34,15161.24,0.3319,,0.249157519
Oman,Accessories,42.43,0.43,3.61,37.69,1.04,45.88,41,91.1,9.5,7429.15,579,30.69,24569.53,6802.85,0.2769,2181,0.12099838
Qatar,Shoes,180.29,0.29,3.08,35.57,1.15,136.76,60,86.93,13.4,35437.2,353,106.9,63642.41,25906.68,0.4071,,
Saudi Arabia,Accessories,17.98,0.4,4.43,57.96,0.76,15.71,26,74.65,2.5,44094.44,586,14.54,10537.08,2019.07,0.1916,9746,
Oman,Accessories,66.83,0.12,4.86,59.32,1.3,60.88,46,79.54,3.6,48231.88,668,50.86,44645.24,10668.6,0.239,,0.927343247
Kuwait,Accessories,33.61,0.49,4.67,44.53,1.02,36.22,25,86.53,,24194.76,616,27.44,20703.05,3799.92,0.1835,140,
Oman,Shoes,72.66,0.1,,26.38,1.01,62.64,33,70.09,12.7,6994.4,380,45.17,27612.27,10448.39,0.3784,,
Oman,Accessories,10.98,0.29,4.55,36.64,1.23,10.42,33,75.49,10.3,43238.25,664,8.21,7289.87,1836.57,0.2519,,0.854530966
Qatar,Apparel,116.2,0.17,4.85,64.98,0.84,89.28,17,71.77,5.2,29424.48,474,74.19,55080.64,19914.12,0.3615,,
UAE,Shoes,185.74,0.35,4.74,77.52,1.11,,6,96.62,11.4,7289.61,390,129.4,72438.88,21971.22,0.3033,,0.92498438
Bahrain,Accessories,51.19,0.26,4.66,25.51,0.9,63.07,35,72.74,4.2,1040.79,541,42.37,27694.99,4770.48,0.1723,,0.784275565
Bahrain,Shoes,129.2,0.12,3.22,54.04,1.05,102.62,50,96.86,10.9,34660.52,364,88.27,47029.77,14899.48,0.3168,,
Kuwait,Accessories,30.07,0.12,3.61,73,0.89,25.44,24,79.21,7.2,39408.98,515,24.38,15485.98,2931.24,0.1893,,0.35582945
Oman,Accessories,72.07,0.41,3.65,51.09,1.18,82.42,45,73.69,9.2,6879.44,590,51.23,42522.68,12296.57,0.2892,,0.941770585
Qatar,Apparel,50.93,0.47,4.24,47.6,0.84,48.67,5,74.43,4.5,13983.87,494,37.92,25158.14,6425.24,0.2554,6674,0.244996594
UAE,Accessories,40.56,0.17,4.85,74.06,0.8,38.33,11,75.14,5,6328.54,574,31.76,23280.22,5049.37,0.2169,4326,0.070255284
Qatar,Apparel,84.53,0.35,3.2,61.59,1.09,68.61,22,84.17,6.2,28698.71,521,58.04,44037.87,13798.89,0.3133,509,
Qatar,Accessories,49.37,0.21,4.88,72.46,1.14,57.69,19,87.38,6.5,40753.95,695,34.7,34312.02,10194.82,0.2971,,
Qatar,Apparel,33.74,0.07,4.17,60.71,0.87,26.61,68,82.78,1.8,47386.03,590,24.48,19903.87,5463.28,0.2745,4506,
Oman,Accessories,31.52,0.41,,66.56,0.72,34.28,63,66.02,13.3,39562.97,574,25.67,18094.6,3360.18,0.1857,,0.755179588
Saudi Arabia,Apparel,60.71,0.41,3.68,97.22,0.92,61.89,10,87.29,,37618.64,505,45.18,30657.9,7843.31,0.2558,2023,
Kuwait,Shoes,99.25,0.23,3.64,27.54,1.16,94.38,20,95.14,12.7,18939.08,364,56.26,36125.37,15648.02,0.4332,,0.936916706
Kuwait,Accessories,84.96,0.15,,67.75,1.09,77.47,57,83.66,1.4,31930.66,560,65.38,47576.73,10961.56,0.2304,6470,
Saudi Arabia,Shoes,97.2,0.48,4.11,54.27,1.15,110.31,18,96.18,13.2,6904.01,397,55.91,38588.18,16391.86,0.4248,,0.783270451
Oman,Apparel,36.08,0.08,3.91,83.7,1.1,27.18,23,69.17,,19288.6,509,24.72,18364.31,5783.27,0.3149,,
UAE,Accessories,54.46,0.41,4.12,22.23,1.23,58.72,17,95.43,2.8,45614.5,727,41.18,39592.89,9654.02,0.2438,153,0.603640301
UAE,Accessories,13,0.21,4.2,97.28,0.79,13.87,32,89.75,7.6,15871.02,610,9.41,7927.42,2189.76,0.2762,,
Qatar,Shoes,124.89,0.03,3.11,91.73,1.16,,40,71.2,5.3,48691.75,368,77.74,45959.01,17351.73,0.3775,837,
Bahrain,Apparel,127.87,0.46,,90.82,0.72,,8,68.94,,42998.31,459,85.05,58692.05,19654.73,0.3349,,0.586695289
Bahrain,Apparel,84.3,0.18,4.49,85.09,0.91,71.08,66,82.03,10.9,21075.26,560,58.35,47209.31,14535.07,0.3079,3554,
Qatar,Shoes,108.13,0.32,3.43,80.87,0.93,,27,94.92,1.1,41963.24,423,74.12,45738.56,14385.3,0.3145,2054,0.165376433
Qatar,Apparel,39.88,0.04,,52.02,0.85,42.47,48,71.18,3.1,42467.33,515,28.06,20537.91,6086.93,0.2964,7644,
Saudi Arabia,Accessories,77.1,0.24,4.53,39.75,0.71,88.18,41,86.27,12.3,20939.78,557,56.31,42942.57,11577.44,0.2696,6219,
Saudi Arabia,Apparel,67.4,0.09,4.95,84.11,0.81,68.34,5,78.69,8,23520.23,432,42.43,29116.81,10786.87,0.3705,,
Qatar,Apparel,84.61,0.31,3.04,28.13,0.76,76.04,50,66.48,3.1,3965.86,400,59.19,33842.8,10165.41,0.3004,,
Saudi Arabia,Accessories,69.84,0.1,3.08,84.52,0.98,77.13,57,63.37,12.8,29045.9,592,49.02,41342.87,12324.28,0.2981,,
Saudi Arabia,Shoes,186.11,0.43,4,60.42,1.22,180.38,38,74.22,13.4,28052.22,340,111.11,63277.7,25501.58,0.403,,0.169821344
Bahrain,Accessories,55.98,0.24,3.27,78.29,0.79,52.15,10,97.07,4.4,10950.13,483,46.96,27040.26,4357.14,0.1611,,
UAE,Accessories,35.77,0.15,3.26,42.64,0.79,36.43,7,77.55,11.1,30598.74,456,27.57,16310.03,3739.08,0.2293,7488,0.998814225
Oman,Apparel,62.75,0.41,3.16,46.64,0.74,55.46,61,87.69,7.6,35661.88,431,39.03,27044.78,10222.62,0.378,,0.842131063
Bahrain,Accessories,61.79,0.27,4.24,95.86,0.99,62.82,41,92.81,9.7,13169.79,657,48.59,40594.12,8672.72,0.2136,5731,
Bahrain,Shoes,92.85,0.48,3.94,72.54,1.06,92.41,31,,12,37177.15,457,64.77,42430.72,12830.54,0.3024,,
Saudi Arabia,Shoes,226.78,0.39,4.58,41.29,0.82,,33,66.19,3.9,39891.02,249,127.01,56467.63,24841.55,0.4399,,
Kuwait,Apparel,36.32,0.09,4.12,29.86,0.72,29.33,-9,72.43,11.5,47853.19,362,21.89,13148.82,5223.31,0.3972,9816,
Oman,Accessories,59.22,0.37,4.01,41.07,1.23,49.02,45,74.48,4.1,24451.31,614,47.95,36361.69,6919.35,0.1903,,
Saudi Arabia,Shoes,106.46,0.38,4.32,28.34,0.85,96.77,26,82.89,7.8,48836.48,348,59.47,37049.53,16353.11,0.4414,,
Kuwait,Accessories,40.52,0.27,3.9,50.2,0.87,39.06,9,74.72,8,36021.35,481,29.19,19489.13,5450.24,0.2797,,
Oman,Shoes,204.67,0.16,4.86,70.53,1.16,216.1,66,,3.9,33862.93,379,137.34,77569.8,25517.04,0.329,,0.276046607
Oman,Apparel,55.89,0.07,,70.1,1.04,,42,98.34,9.3,12429.84,433,35.97,24201.36,8628.12,0.3565,5038,
Kuwait,Accessories,76.51,0.12,4.08,52.8,0.74,,65,66.19,6.6,12363.48,513,60.99,39251.46,7963.35,0.2029,8527,
Bahrain,Accessories,52.16,0.48,,31.54,0.97,41.64,51,67.12,6.7,49959.55,529,42.69,27594.52,5011.04,0.1816,,
Kuwait,Accessories,50.06,0.35,3.59,69.53,0.71,48.56,15,71.5,13.9,10805.44,443,38.77,22175.24,5001.33,0.2255,,
Qatar,Apparel,121.49,0.07,4.47,58.23,1.16,100.01,16,96.05,7.4,35088.97,487,89.09,59163.48,15778.91,0.2667,,
Bahrain,Accessories,47.4,0.16,3.82,52.84,1.29,58.47,28,79.83,4.5,38361.08,643,33.38,30475.82,9014.53,0.2958,,
Saudi Arabia,Shoes,195.11,0.31,4.39,44.1,1.15,214.3,47,98.32,13.3,39503.66,336,112.47,65556.72,27766.52,0.4235,8083,
Kuwait,Apparel,120.12,0.02,3.37,56.47,0.77,107.74,26,62.24,10.2,42383.94,322,73.84,38677.95,14901.89,0.3853,5906,
Kuwait,Accessories,64.83,0.45,,65.9,0.86,57.27,61,78.33,2.5,14747.1,575,48.29,37279.07,9514.39,0.2552,4423,
Kuwait,Shoes,234.05,0.13,3.25,30.88,1.28,200.39,54,90.41,9,12574.66,235,162.62,55001.02,16785.43,0.3052,9189,0.827062227
Bahrain,Shoes,238.09,0.01,3.92,70.8,1.15,208.23,34,78.52,5.8,3638.01,179,131.68,42618.82,19047.45,0.4469,,
Kuwait,Accessories,57.62,0.15,3.54,94.62,0.93,57.43,52,84.84,6.3,20825.38,604,42.56,34802.99,9094.05,0.2613,1958,
Qatar,Apparel,93.21,0.43,3.65,83.46,0.75,79.86,41,97.18,11.3,4890.24,486,66.68,45300.45,12893.37,0.2846,718,
Oman,Apparel,105.72,0.15,4.05,37.09,0.9,112.53,35,76.55,7.5,23257.45,354,74.49,37426.23,11057.71,0.2955,,
Bahrain,Accessories,47.24,0.42,4.28,66.09,1.26,,31,64.6,5.1,3887.34,683,36.86,32261.52,7088.73,0.2197,,
Saudi Arabia,Apparel,130.3,0.34,,41.92,1.02,107.65,17,89.79,13.8,26970.13,385,80.89,50164.66,19023.85,0.3792,,
Saudi Arabia,Apparel,99.74,0.09,4.81,58.1,1.03,,58,84.36,13.3,22991.37,526,70.6,52462,15324.49,0.2921,,
UAE,Accessories,37.13,0.08,3.53,60.65,0.97,28.89,64,90.32,12.9,26940.57,677,26.56,25140.22,7155.83,0.2846,,0.179077122
Qatar,Shoes,74.65,0.47,3.99,97.08,0.99,68.08,16,73.18,,13106.76,509,49.74,37997.21,12680.68,0.3337,3691,
Bahrain,Apparel,27.52,0.06,3.33,66.81,0.72,28.67,20,66.39,8.3,36694.17,373,18.57,10264.92,3337.24,0.3251,,0.523128711
UAE,Shoes,226.11,0.21,4.64,77.44,0.84,175.97,20,76.56,9.2,31215.94,246,127.18,55623.34,24337.21,0.4375,,0.022017756
UAE,Apparel,36.01,0.16,4.32,27.84,1.18,30.72,40,64.75,11.2,31672.18,582,24.64,20959.32,6619.85,0.3158,,0.364651519
UAE,Apparel,55.88,0.21,4.07,51.91,1.05,57.01,17,72.84,11.9,43079.16,473,40.06,26429.18,7480.26,0.283,,0.998038139
Oman,Accessories,33.52,0.18,3.52,78.5,0.92,36.89,9,,2.8,26452.5,513,28.33,17197.2,2665.39,0.155,,0.122206816
Saudi Arabia,Accessories,75.72,0.35,3.8,26.06,1.14,81.2,57,75.92,2.1,4839.86,654,54.82,49520.31,13670.59,0.2761,9297,0.541237378
Oman,Accessories,82.35,0.06,4.79,79.36,0.79,69.7,15,98.05,3.1,47888.78,410,67.67,33764.73,6022.06,0.1784,,
Bahrain,Shoes,171.79,0.17,4.21,68.03,0.76,,62,68.99,2.6,20001.92,365,115.91,62704.69,20398.51,0.3253,2269,
Kuwait,Apparel,99.08,0.22,3.42,68.15,0.98,112.82,64,95.04,12.4,31000.89,477,66.82,47261.85,15387.7,0.3256,4800,0.897060109
Oman,Shoes,192.02,0.4,3.54,25.41,1.16,164.01,61,80.11,5.4,49133.21,390,116.98,74889.7,29265.85,0.3908,2477,0.653056283
Bahrain,Accessories,79.75,0.11,4.33,71.06,1.2,72.51,47,95.39,8.7,10194.14,674,59.94,53752.44,13354.33,0.2484,,
Oman,Apparel,45.67,0.4,4.38,21.56,1.28,50.72,10,68.48,5.9,6336.58,503,33.3,22972.44,6224.66,0.271,,0.384560476
Oman,Shoes,95.75,0.42,4.98,27.13,1.23,100.43,40,80.4,1.9,4799.73,393,65.06,37627.82,12057.55,0.3204,,0.853431107
Bahrain,Shoes,218.61,0.45,4.86,27.63,0.73,229.06,44,66.98,3.6,23468.63,330,124.42,72141.15,31082.95,0.4309,,
Qatar,Accessories,20.51,0.34,3.59,37.2,1.06,24.6,41,64.93,4.5,8524.87,691,14.57,14173.71,4107.98,0.2898,,0.63579863
Kuwait,Apparel,61.12,0.47,4.61,55.37,1.05,59.04,55,,10.7,1702.3,561,44.43,34291.09,9366.1,0.2731,,0.709250021
Kuwait,Accessories,55.95,0.28,4.52,89.36,1.24,68.28,48,73.14,3.3,3796.69,767,42.03,42916.39,10681.8,0.2489,5167,
Qatar,Shoes,169.29,0.17,3.02,25.9,1.15,146.53,34,86.34,3.7,5138.95,295,118.44,49941.03,15001.56,0.3004,,
Saudi Arabia,Apparel,107.41,0.1,4.36,35.51,1.15,104.93,55,93.46,12.9,6871.59,559,73.26,60041.71,19088.23,0.3179,,
Oman,Apparel,106.28,0.49,3.44,54.29,1.21,103.61,29,61.37,9,48353.1,499,73.9,53035.61,16158.54,0.3047,7362,
Kuwait,Accessories,55.19,0.03,,53.22,1.24,57.08,9,98.6,6.9,22517.32,612,39.27,33773.62,9740.16,0.2884,,
Bahrain,Shoes,105.03,0.4,,62.19,1.17,96.6,46,77.52,13.9,27479.03,409,69.31,42957.25,14609.47,0.3401,,0.997639451
UAE,Accessories,71.98,0.48,4.96,85.79,0.84,66.66,53,66.59,9.3,39739.71,670,53.12,48228.95,12638.22,0.262,9341,
Oman,Shoes,85.31,0.36,4.74,47.29,0.77,,12,73.31,,12669.44,360,57.31,30709.82,10078.26,0.3282,2765,0.437053597
Oman,Apparel,135.73,0.43,4.15,47.88,1.03,148.4,43,70.84,5.3,43234.89,495,86.28,67186.96,24477.85,0.3643,5856,
UAE,Shoes,139.38,0.1,4.74,58.1,0.85,119.41,17,82.07,3,3054.59,373,95.38,51987.96,16410.58,0.3157,,0.449627456
Saudi Arabia,Accessories,66.54,0.3,4.93,85.41,0.98,82.52,50,88.14,2.2,8209.36,728,48.53,48442.42,13115.66,0.2707,,0.835505709
Oman,Accessories,83.9,0.21,3.45,35.08,1.23,102.43,47,63.27,1.2,32644.62,579,67.22,48579.6,9657.55,0.1988,,0.623759573
Kuwait,Accessories,65.92,0.36,,56.25,1.24,67.09,43,64.58,5,14954.08,673,47.44,44361.59,12434.71,0.2803,,
Saudi Arabia,Accessories,19.53,0.04,4.07,59.9,0.8,15.89,8,,9.4,48466.82,501,15.39,9786.26,2076.21,0.2122,,
Qatar,Apparel,87.41,0.04,3.59,28.43,1.26,106.03,50,77.11,10.9,34855.68,485,52.81,42395.08,16783.76,0.3959,9217,0.025678135
Saudi Arabia,Shoes,226.01,0.2,4,38.16,0.7,188.43,68,61.54,5.5,45147.32,174,146.07,39326.61,13910.48,0.3537,2584,0.160534753
Oman,Apparel,132.2,0.18,,57.43,0.83,148.1,19,72.53,13.3,38292.54,314,90.69,41511.33,13033.75,0.314,,
UAE,Accessories,45.45,0.32,4.71,98.54,0.95,,9,80.46,9,6127.98,689,33.62,31314.11,8152.36,0.2603,93,
Saudi Arabia,Apparel,56.77,0.41,3.82,93.03,1.17,60.42,14,90.28,,8987.47,531,38.87,30147.3,9505.7,0.3153,2697,
Kuwait,Shoes,163.02,0.06,4,70.37,0.84,200.56,44,96.88,2.6,44804.22,268,97.6,43689.8,17532.02,0.4013,3787,0.363192142
Bahrain,Apparel,88.96,0.04,4.6,34.3,0.85,,35,70.91,11,43795.04,400,56.01,35585.62,13180.42,0.3704,,
Qatar,Accessories,11.48,0.43,3.51,74.8,0.89,11.52,42,83.23,6.1,30712.25,662,8.11,7600.17,2232.51,0.2937,,0.901243136
UAE,Accessories,26.35,0.18,4.25,61.56,0.97,27.75,16,83.93,5.2,48239.28,651,20.61,17155.09,3735.85,0.2178,,
UAE,Shoes,223.81,0.1,3.16,90.45,0.74,,59,93.13,2.7,9283.73,236,130.18,52819.95,22096.76,0.4183,,
Qatar,Apparel,107.24,0.18,3.17,56.16,1.08,81,24,73.5,2.2,13260.74,456,67.16,48902.48,18276.35,0.3737,,0.960733984
UAE,Shoes,105.11,0.48,,99.44,1.24,112.68,21,74.93,12.2,3505.72,509,64.67,53501.61,20585.02,0.3848,,
Oman,Shoes,143.4,0.41,3.72,33.33,0.8,133.06,52,85.76,2,1128.28,375,99.7,53773.47,16384.64,0.3047,,0.99957247
Kuwait,Accessories,14.71,0.23,4.34,21.59,1.13,15.83,69,87.75,5.3,3579.76,644,11.32,9472.37,2180.37,0.2302,,
Oman,Accessories,75.79,0.4,3.79,93.36,1.2,73.63,69,96.17,1.3,8747.43,699,56.9,52974.22,13200.96,0.2492,,0.144561188
Qatar,Shoes,178.64,0.25,4.43,27.63,1.23,199.54,58,99.62,4.2,49851.28,425,117.11,75921,26150.46,0.3444,2103,
Kuwait,Shoes,209.23,0.26,4.9,61,0.73,162.14,21,92.36,11.8,14297.24,250,146.07,52306.29,15789.08,0.3019,,
Saudi Arabia,Accessories,26.93,0.37,4.9,86.98,0.83,28.61,68,63.39,3.9,35855.38,685,22.44,18446.95,3075.25,0.1667,,
Kuwait,Accessories,14.26,0.29,3.61,91.46,1.27,13.03,29,83.32,12,14092.31,698,11.16,9953,2165.29,0.2176,104,
Kuwait,Accessories,81.89,0.45,4.45,36.96,0.77,79.05,18,98.18,,34977.31,406,61.99,33245.75,8078.89,0.243,,
Qatar,Shoes,242.48,0.03,3.95,59.27,1.22,291.89,21,96.53,6.4,6407.53,203,145.96,49224.12,19594.51,0.3981,,0.511199113
Oman,Shoes,234.97,0.22,3.97,25.96,1.2,208.31,69,94.38,8.9,38450.48,217,159.5,50988.24,16376.39,0.3212,,0.470666343
Oman,Shoes,72.04,0.39,3.08,74.05,0.93,87.89,15,93.86,9.8,13565.66,329,49.28,23700.73,7486.24,0.3159,,
Kuwait,Shoes,161.74,0.29,4.62,48.57,0.91,,41,78.49,8.3,38465.82,370,109.38,59842.95,19371.74,0.3237,324,0.896905
Qatar,Shoes,129.52,0.19,3.67,66.39,0.82,136.11,10,93.98,2.5,8883.11,353,76.63,45721.6,18670.52,0.4084,2991,0.445294959
Saudi Arabia,Accessories,34.82,0.32,,69.58,0.81,30.32,17,69.82,9.5,26146.27,580,27.35,20197.61,4334.54,0.2146,1334,0.334676791
Bahrain,Accessories,52.77,0.27,4.6,58.52,1.23,64.12,54,,12,9798.78,718,43.92,37887.31,6352.11,0.1677,8137,0.690904644
Qatar,Apparel,91.83,0.03,7.171150595,81,0.83,99.02,10,93.13,11.2,11132.16,412,62.09,37833.92,12253.61,0.3239,,0.268932033
Qatar,Accessories,30.83,0.36,4.41,22.64,0.73,33.25,43,79.67,5.3,39973.55,497,24.07,15323.67,3361.19,0.2193,2367,
Saudi Arabia,Apparel,135.68,0.17,3.53,20.86,0.92,113.04,55,,13,46184.83,405,87.55,54952.11,19495.58,0.3548,,
Oman,Accessories,73.13,0.34,4.81,97.04,1.13,85.1,66,84.55,1.3,34522.12,688,56.3,50313.96,11582.98,0.2302,,
Bahrain,Accessories,84.76,0.09,3.03,67.03,1.08,105.89,28,68.49,8.9,38270.58,468,67.87,39667.27,7904.69,0.1993,,0.420519534
Qatar,Shoes,165.73,0.36,3.39,81.13,0.72,176.69,42,98.6,,35110,339,96.08,56181.07,23611.6,0.4203,5954,0.326278624
Oman,Accessories,32.23,0.39,4.72,33.92,0.91,,11,66.87,5,24179.37,494,26.21,15919.72,2973.66,0.1868,,
Bahrain,Apparel,47.74,0.05,3.46,35.97,0.85,55.73,68,67.33,13.3,49217.33,435,34.29,20768.91,5852.7,0.2818,7787,
Saudi Arabia,Apparel,41.29,1.333894765,4.38,32.17,0.8,44.85,38,84.66,9.9,9288.75,444,25.65,18330.8,6943.89,0.3788,9547,0.472433957
Bahrain,Apparel,88.86,0.34,3.08,37.42,0.85,91.22,65,71.69,6.3,27969.43,491,58.48,43627.99,14915.3,0.3419,,0.363034437
Qatar,Accessories,62.18,0.14,4.95,79.69,1.17,68.41,32,67.66,3.1,32253.38,760,43.99,47254.2,13820.7,0.2925,,0.724269298
Oman,Accessories,81.92,0.4,,76.88,1.19,68.24,58,97.28,7.4,23449.54,651,67.43,53331.12,9437.12,0.177,,
Oman,Accessories,64.28,0.33,7.171150595,76.1,0.72,74.59,20,75.51,,44301.58,509,49.52,32719.87,7516.32,0.2297,6002,
UAE,Unknown_Category,139.73,0.45,7.171150595,68.27,0.91,120.11,42,80.88,10.1,13553.04,543,93.56,75876.02,25071.62,0.3304,,
Kuwait,Apparel,114.8,0.36,3.71,21.01,1.12,104.91,27,71.65,5.4,1105.84,455,69.19,52234.76,20752.96,0.3973,6525,
UAE,Accessories,64.7,0.19,3.67,91.61,0.74,50.57,60,97.75,7.4,42375.04,584,53.72,37786.84,6412.92,0.1697,1665,0.801618184
Kuwait,Shoes,117.58,0.46,4.72,24.31,1.06,138.91,63,94.94,7.7,24605.21,440,76.98,51736.81,17865.89,0.3453,,
Qatar,Accessories,61.57,0.43,3.31,84.39,0.75,52.48,46,99.88,,4688.63,599,51.89,36879.41,5797.24,0.1572,9382,
Bahrain,Accessories,18.98,0.24,4.6,89.22,1.06,22.65,6,85.34,7.9,19482.78,569,15.74,10798.58,1841.97,0.1706,8374,0.658492553
Kuwait,Accessories,68.39,0.01,4.07,50.61,1.22,54.87,19,72.42,1.6,2894.98,571,51.07,39052.66,9891.06,0.2533,,0.22374566
Qatar,Apparel,102.15,0.23,4.64,80.08,0.75,120.78,69,86.76,14,40419.86,544,75.28,55567.55,14617.41,0.2631,,
Qatar,Apparel,95.24,0.07,3.61,65.05,1.22,86.62,-59,85.98,,23656.13,559,57.6,53241.27,21043.33,0.3952,,0.343115058
Kuwait,Apparel,60.21,0.27,4.35,60.67,0.75,74.2,65,76.82,10.3,3828.53,526,37.73,31670.18,11825.99,0.3734,,
Saudi Arabia,Shoes,233.76,0.4,4.9,44.05,0.75,232.82,44,92.8,10.8,37153.81,251,151.1,58673.95,20747.13,0.3536,,
Kuwait,Accessories,65.26,0.05,4.96,51.43,0.71,49.17,54,64.62,3.4,20787.5,496,46.77,32368,9170.43,0.2833,393,
UAE,Accessories,32.37,0.46,4.43,59.82,0.75,29.21,66,66.95,13.9,16184.98,650,27.33,21042,3276.41,0.1557,,
Saudi Arabia,Shoes,120.84,0.28,3.09,62.85,1.28,,54,97.96,7.4,27825.07,383,76.22,46282.58,17088.91,0.3692,,
Bahrain,Shoes,206.27,0.13,4.42,20.78,1,225.29,27,83.99,11.2,31948.84,320,113.54,66007.9,29675.98,0.4496,,0.107645732
